text,label,symptoms,lebel_text
I've been having a lot of pain in my neck and back. I've also been having trouble with my balance and coordination. I've been coughing a lot and my limbs feel weak.,186.0,"[""i've pain neck back"", "" i've trouble balance coordination"", "" i've coughing limbs feel weak"", '']",['cervical spondylosis']
"I have stomach cramps, nausea and diarrhea. My throat is swollen, and I have difficulty breathing. Sometimes at night I get chest pain and nauseous.",35.0,"['stomach cramps', ' nausea diarrhea', ' throat swollen', ' difficulty breathing', ' night chest pain nauseous', '']",['allergy']
"I've been feeling really unwell recently. I've been having chills, a cough, and a high temperature. I've also been struggling to breathe and I've been sweating a lot. I've also had some thick, black phlegm.",766.0,"[""i've feeling unwell recently"", "" i've chills"", ' cough', ' high temperature', "" i've struggling breathe i've sweating lot"", "" i've thick"", ' black phlegm', '']",['pneumonia']
"Signs and symptoms of heat exhaustion may develop suddenly or over time, especially with prolonged periods of exercise. Possible heat exhaustion signs and symptoms include:  Cool, moist skin with goose bumps when in the heat Heavy sweating Faintness Dizziness Fatigue Weak, rapid pulse Low blood pressure upon standing Muscle cramps Nausea Headache ",454.0,"['signs symptoms heat exhaustion may develop suddenly time', ' especially prolonged periods exercise', ' possible heat exhaustion signs symptoms include:  cool', ' moist skin goose bumps heat heavy sweating faintness dizziness fatigue weak', ' rapid pulse low blood pressure standing muscle cramps nausea headache ']",['heat exhaustion']
"Signs and symptoms of MCAD deficiency typically first appear in babies and young children. In rare cases, the disorder is not diagnosed until adulthood. MCAD Signs and symptoms can vary among people with MCAD deficiency, but they typically include: MCAD  Vomiting Lack of energy Low blood sugar (hypoglycemia)  Hypoglycemia can be triggered by:  Going too long without eating or by fasting Not eating enough complex carbohydrates Viral infections and other illnesses Recurrent fever Vomiting Diarrhea Increased exercise Vaccinations Significant stress  Sometimes episodes of hypoglycemia can occur with no symptoms in between these episodes.",605.0,"['signs symptoms mcad deficiency typically first babies young children', ' rare cases', ' disorder diagnosed adulthood', ' mcad signs symptoms can vary people mcad deficiency', ' typically include: mcad  vomiting lack energy low blood sugar (hypoglycemia)  hypoglycemia can triggered by:  going long eating fasting eating complex carbohydrates viral infections illnesses recurrent fever vomiting diarrhea increased exercise vaccinations significant stress  episodes hypoglycemia can occur symptoms episodes', '']",['mcad deficiency']
"I'm always thirsty and hungry, and I have to pee all the time. I've also lost a lot of weight recently, and I'm always tired.",284.0,"[""i'm thirsty hungry"", ' pee time', "" i've lost weight recently"", "" i'm tired"", '']",['diabetes']
"The list of potential signs and symptoms for premenstrual syndrome is long, but most women only experience a few of these problems. Emotional and behavioral signs and symptoms  Tension or anxiety Depressed mood Crying spells Mood swings and irritability or anger Appetite changes and food cravings Trouble falling asleep (insomnia) Social withdrawal Poor concentration Change in libido  Physical signs and symptoms  Joint or muscle pain Headache Fatigue Weight gain related to fluid retention Abdominal bloating Breast tenderness Acne flare-ups Constipation or diarrhea Alcohol intolerance  For some, the physical pain and emotional stress are severe enough to affect their daily lives. Regardless of symptom severity, the signs and symptoms generally disappear within four days after the start of the menstrual period for most women. But a small number of women with premenstrual syndrome have disabling symptoms every month. This form of PMS is called premenstrual dysphoric disorder (PMDD). PMS PMDD signs and symptoms include depression, mood swings, anger, anxiety, feeling overwhelmed, difficulty concentrating, irritability and tension.",800.0,"['list potential signs symptoms premenstrual syndrome long', ' women only experience problems', ' emotional behavioral signs symptoms  tension anxiety depressed mood crying spells mood swings irritability anger appetite changes food cravings trouble falling asleep (insomnia) social withdrawal poor concentration change libido  physical signs symptoms  joint muscle pain headache fatigue weight gain fluid retention abdominal bloating breast tenderness acne flare-ups constipation diarrhea alcohol intolerance  some', ' physical pain emotional stress severe affect daily lives', ' regardless symptom severity', ' signs symptoms generally disappear days start menstrual period women', ' small number women premenstrual syndrome disabling symptoms month', ' form pms called premenstrual dysphoric disorder (pmdd)', ' pms pmdd signs symptoms include depression', ' mood swings', ' anger', ' anxiety', ' feeling overwhelmed', ' difficulty concentrating', ' irritability tension', '']",['premenstrual syndrome']
"I've been feeling really tired and weak, and I can't seem to get enough sleep. I've also noticed some small red spots on my arms and legs. ",275.0,"[""i've feeling tired weak"", "" can't sleep"", "" i've noticed small red spots arms legs"", ' ']",['dengue']
"I have a skin condition that causes dry, flaky patches on my skin. I also have joint pain and the skin on my knees and elbows is peeling off.",822.0,"['skin condition causes dry', ' flaky patches skin', ' joint pain skin knees elbows peeling off', '']",['psoriasis']
"The pain associated with costochondritis usually:  Occurs on the left side of your breastbone Is sharp, aching or pressure-like Affects more than one rib Can radiate to arms and shoulders Worsens when taking a deep breath, coughing, sneezing or with any chest wall movement ",251.0,"['pain associated costochondritis usually:  occurs left side breastbone sharp', ' aching pressure-like affects rib can radiate arms shoulders worsens taking deep breath', ' coughing', ' sneezing chest wall movement ']",['costochondritis']
"           Swollen lymph nodes       Open pop-up dialog box          Close    Swollen lymph nodes   Swollen lymph nodes One of the most common places to find swollen lymph nodes is in the neck. The inset shows three swollen lymph nodes below the lower jaw.               Swollen lymph nodes       Open pop-up dialog box           Swollen lymph nodes       Open pop-up dialog box  Open pop-up dialog box       Close    Swollen lymph nodes   Swollen lymph nodes One of the most common places to find swollen lymph nodes is in the neck. The inset shows three swollen lymph nodes below the lower jaw.          Close    Swollen lymph nodes   Swollen lymph nodes One of the most common places to find swollen lymph nodes is in the neck. The inset shows three swollen lymph nodes below the lower jaw.        Close    Swollen lymph nodes   Swollen lymph nodes One of the most common places to find swollen lymph nodes is in the neck. The inset shows three swollen lymph nodes below the lower jaw.     Close    Close  Close Swollen lymph nodes   Swollen lymph nodes One of the most common places to find swollen lymph nodes is in the neck. The inset shows three swollen lymph nodes below the lower jaw.  Swollen lymph nodes One of the most common places to find swollen lymph nodes is in the neck. The inset shows three swollen lymph nodes below the lower jaw. One of the most common places to find swollen lymph nodes is in the neck. The inset shows three swollen lymph nodes below the lower jaw. Signs and symptoms of Hodgkin's lymphoma may include:  Painless swelling of lymph nodes in your neck, armpits or groin Persistent fatigue Fever Night sweats Losing weight without trying Severe itching Pain in your lymph nodes after drinking alcohol ",486.0,"['           swollen lymph nodes       open pop-up dialog box          close    swollen lymph nodes   swollen lymph nodes common places find swollen lymph nodes neck', ' inset shows swollen lymph nodes lower jaw', '               swollen lymph nodes       open pop-up dialog box           swollen lymph nodes       open pop-up dialog box  open pop-up dialog box       close    swollen lymph nodes   swollen lymph nodes common places find swollen lymph nodes neck', ' inset shows swollen lymph nodes lower jaw', '          close    swollen lymph nodes   swollen lymph nodes common places find swollen lymph nodes neck', ' inset shows swollen lymph nodes lower jaw', '        close    swollen lymph nodes   swollen lymph nodes common places find swollen lymph nodes neck', ' inset shows swollen lymph nodes lower jaw', '     close    close  close swollen lymph nodes   swollen lymph nodes common places find swollen lymph nodes neck', ' inset shows swollen lymph nodes lower jaw', '  swollen lymph nodes common places find swollen lymph nodes neck', ' inset shows swollen lymph nodes lower jaw', ' common places find swollen lymph nodes neck', ' inset shows swollen lymph nodes lower jaw', "" signs symptoms hodgkin's lymphoma may include:  painless swelling lymph nodes neck"", ' armpits groin persistent fatigue fever night sweats losing weight trying severe itching pain lymph nodes drinking alcohol ']",['hodgkins lymphoma']
"I've been feeling really dizzy and lightheaded lately. I also have a headache and my chest hurts. I'm not sure what's going on, but I'm worried.",500.0,"[""i've feeling dizzy lightheaded lately"", ' headache chest hurts', "" i'm sure what's going on"", "" i'm worried"", '']",['hypertension']
"There are two types of sex headaches:  A dull ache in the head and neck that intensifies as sexual excitement increases A sudden, severe, throbbing headache that occurs just before or at the moment of orgasm  In some people, both types of headaches are combined. Most sex headaches last at least several minutes. Others may linger for hours or even 2 to 3 days. Many people who have sex headaches will experience them in clusters over a few months, and then they may go for a year or more without having any. Up to half of all people with sex headaches experience them over the course of about six months. Some people may only have one attack during their lives.",898.0,"['types sex headaches:  dull ache head neck intensifies sexual excitement increases sudden', ' severe', ' throbbing headache occurs just moment orgasm  people', ' types headaches combined', ' sex headaches last least minutes', ' may linger hours 2 3 days', ' people who sex headaches will experience clusters months', ' may year any', ' half people sex headaches experience course months', ' people may only attack lives', '']",['sex headaches']
"Many people with Chiari malformation have no signs or symptoms and don't need treatment. Their condition is detected only when tests are performed for unrelated disorders. However, depending on the type and severity, Chiari malformation can cause a number of problems. The more common types of Chiari malformation are:  Type 1 Type 2  Although these types are less serious than the rarer pediatric form, type 3, signs and symptoms still can be life disrupting. Chiari malformation type 1 In Chiari malformation type 1, signs and symptoms usually appear during late childhood or adulthood. Headaches, often severe, are the classic symptom of Chiari malformation. They generally occur after sudden coughing, sneezing or straining. People with Chiari malformation type 1 can also experience:  Neck pain Unsteady gait (problems with balance) Poor hand coordination (fine motor skills) Numbness and tingling of the hands and feet Dizziness Difficulty swallowing, sometimes accompanied by gagging, choking and vomiting Speech problems, such as hoarseness  Less often, people with Chiari malformation may experience:  Ringing or buzzing in the ears (tinnitus) Weakness Slow heart rhythm Curvature of the spine (scoliosis) related to spinal cord impairment Breathing problems, such as central sleep apnea, which is when a person stops breathing during sleep  Chiari malformation type 2 In Chiari malformation type 2, a greater amount of tissue extends into the spinal canal compared with that in Chiari malformation type 1. The signs and symptoms can include those related to a form of spina bifida called myelomeningocele that nearly always accompanies Chiari malformation type 2. In myelomeningocele, the backbone and the spinal canal don't close properly before birth. Signs and symptoms may include:  Changes in breathing pattern Swallowing problems, such as gagging Quick downward eye movements Weakness in the arms  Chiari malformation type 2 is usually noted with ultrasound during pregnancy. It may also be diagnosed after birth or in early infancy. Chiari malformation type 3 In the most severe type of the condition, Chiari malformation type 3, a portion of the lower back part of the brain (cerebellum) or the brainstem extends through an opening in the back of the skull. This form of Chiari malformation is diagnosed at birth or with an ultrasound during pregnancy. This type of Chiari malformation has a higher mortality rate and may also cause neurological problems.",192.0,"[""people chiari malformation signs symptoms don't need treatment"", ' condition detected only tests performed unrelated disorders', ' however', ' depending type severity', ' chiari malformation can cause number problems', ' common types chiari malformation are:  type 1 type 2  types rarer pediatric form', ' type 3', ' signs symptoms still can life disrupting', ' chiari malformation type 1 chiari malformation type 1', ' signs symptoms late childhood adulthood', ' headaches', ' severe', ' classic symptom chiari malformation', ' generally occur sudden coughing', ' sneezing straining', ' people chiari malformation type 1 can experience:  neck pain unsteady gait (problems balance) poor hand coordination (fine motor skills) numbness tingling hands feet dizziness difficulty swallowing', ' accompanied gagging', ' choking vomiting speech problems', ' hoarseness  often', ' people chiari malformation may experience:  ringing buzzing ears (tinnitus) weakness slow heart rhythm curvature spine (scoliosis) spinal cord impairment breathing problems', ' central sleep apnea', ' person stops breathing sleep  chiari malformation type 2 chiari malformation type 2', ' greater amount tissue extends spinal canal compared chiari malformation type 1', ' signs symptoms can include form spina bifida called myelomeningocele nearly accompanies chiari malformation type 2', ' myelomeningocele', "" backbone spinal canal don't close properly birth"", ' signs symptoms may include:  changes breathing pattern swallowing problems', ' gagging quick eye movements weakness arms  chiari malformation type 2 noted ultrasound pregnancy', ' may diagnosed birth early infancy', ' chiari malformation type 3 severe type condition', ' chiari malformation type 3', ' portion lower back part brain (cerebellum) brainstem extends opening back skull', ' form chiari malformation diagnosed birth ultrasound pregnancy', ' type chiari malformation higher mortality rate may cause neurological problems', '']",['chiari malformation']
"Aortic valve stenosis ranges from mild to severe. Symptoms generally occur when narrowing of the valve is severe. Some people with aortic valve stenosis may not have symptoms for many years. Symptoms of aortic valve stenosis may include:  An irregular heart sound (heart murmur) heard through a stethoscope Chest pain (angina) or tightness with activity Feeling faint or dizzy or fainting with activity Shortness of breath, especially with activity Fatigue, especially during times of increased activity Rapid, fluttering heartbeat (palpitations) Not eating enough (mainly in children with aortic valve stenosis) Not gaining enough weight (mainly in children with aortic valve stenosis)  Aortic valve stenosis may lead to heart failure. Heart failure symptoms include fatigue, shortness of breath, and swollen ankles and feet.",63.0,"['aortic valve stenosis ranges mild severe', ' symptoms generally occur narrowing valve severe', ' people aortic valve stenosis may symptoms years', ' symptoms aortic valve stenosis may include:  irregular heart sound (heart murmur) heard stethoscope chest pain (angina) tightness activity feeling faint dizzy fainting activity shortness breath', ' especially activity fatigue', ' especially times increased activity rapid', ' fluttering heartbeat (palpitations) eating (mainly children aortic valve stenosis) gaining weight (mainly children aortic valve stenosis)  aortic valve stenosis may lead heart failure', ' heart failure symptoms include fatigue', ' shortness breath', ' swollen ankles feet', '']",['aortic stenosis']
"I have been feeling fine all day, but suddenly developed a headache, chest pain, and dizziness while out for a run. It's been hard for me to maintain my balance since then. I'm not sure what's going on, but I'm worried.",500.0,"['feeling fine day', ' suddenly developed headache', ' chest pain', ' dizziness run', "" it's hard maintain balance then"", "" i'm sure what's going on"", "" i'm worried"", '']",['hypertension']
"I have been coughing a lot lately, and it is hard for me to breathe. I also have a fever, and I feel weak and tired.",149.0,"['coughing lately', ' hard breathe', ' fever', ' feel weak tired', '']",['bronchial asthma']
"I've been feeling really sick for the past few days. I have a high fever, chills, and intense itching. I've also been vomiting and sweating a lot. I have a headache and my muscles are aching. I feel really miserable.",596.0,"[""i've feeling sick past days"", ' high fever', ' chills', ' intense itching', "" i've vomiting sweating lot"", ' headache muscles aching', ' feel miserable', '']",['malaria']
"           Thyroid gland       Open pop-up dialog box          Close    Thyroid gland   Thyroid gland The thyroid gland is located at the base of the neck, just below the Adam's apple.               Thyroid gland       Open pop-up dialog box           Thyroid gland       Open pop-up dialog box  Open pop-up dialog box       Close    Thyroid gland   Thyroid gland The thyroid gland is located at the base of the neck, just below the Adam's apple.          Close    Thyroid gland   Thyroid gland The thyroid gland is located at the base of the neck, just below the Adam's apple.        Close    Thyroid gland   Thyroid gland The thyroid gland is located at the base of the neck, just below the Adam's apple.     Close    Close  Close Thyroid gland   Thyroid gland The thyroid gland is located at the base of the neck, just below the Adam's apple.  Thyroid gland The thyroid gland is located at the base of the neck, just below the Adam's apple. The thyroid gland is located at the base of the neck, just below the Adam's apple. The symptoms of hypothyroidism depend on the severity of the condition. Problems tend to develop slowly, often over several years. At first, you may barely notice the symptoms of hypothyroidism, such as fatigue and weight gain. Or you may think they are just part of getting older. But as your metabolism continues to slow, you may develop more-obvious problems. Hypothyroidism symptoms may include:  Tiredness. More sensitivity to cold. Constipation. Dry skin. Weight gain. Puffy face. Hoarse voice. Coarse hair and skin. Muscle weakness. Muscle aches, tenderness and stiffness. Menstrual cycles that are heavier than usual or irregular. Thinning hair. Slowed heart rate, also called bradycardia. Depression. Memory problems.  Hypothyroidism in infants Anyone can get hypothyroidism, including infants. Most babies born without a thyroid gland or with a gland that doesn't work correctly don't have symptoms right away. But if hypothyroidism isn't diagnosed and treated, symptoms start to appear. They may include:  Feeding problems. Poor growth. Poor weight gain. Yellowing of the skin and the whites of the eyes, a condition called jaundice. Constipation. Poor muscle tone. Dry skin. Hoarse crying. Enlarged tongue. A soft swelling or bulge near the belly button, a condition called umbilical hernia.  When hypothyroidism in infants isn't treated, even mild cases can lead to severe physical and mental development problems. Hypothyroidism in children and teens In general, children and teens with hypothyroidism have symptoms similar to those in adults. But they also may have:  Poor growth that leads to short stature. Delayed development of permanent teeth. Delayed puberty. Poor mental development. ",511.0,"['           thyroid gland       open pop-up dialog box          close    thyroid gland   thyroid gland thyroid gland located base neck', "" just adam's apple"", '               thyroid gland       open pop-up dialog box           thyroid gland       open pop-up dialog box  open pop-up dialog box       close    thyroid gland   thyroid gland thyroid gland located base neck', "" just adam's apple"", '          close    thyroid gland   thyroid gland thyroid gland located base neck', "" just adam's apple"", '        close    thyroid gland   thyroid gland thyroid gland located base neck', "" just adam's apple"", '     close    close  close thyroid gland   thyroid gland thyroid gland located base neck', "" just adam's apple"", '  thyroid gland thyroid gland located base neck', "" just adam's apple"", ' thyroid gland located base neck', "" just adam's apple"", ' symptoms hypothyroidism depend severity condition', ' problems tend develop slowly', ' years', ' first', ' may barely notice symptoms hypothyroidism', ' fatigue weight gain', ' may think just part older', ' metabolism continues slow', ' may develop more-obvious problems', ' hypothyroidism symptoms may include:  tiredness', ' sensitivity cold', ' constipation', ' dry skin', ' weight gain', ' puffy face', ' hoarse voice', ' coarse hair skin', ' muscle weakness', ' muscle aches', ' tenderness stiffness', ' menstrual cycles heavier usual irregular', ' thinning hair', ' slowed heart rate', ' called bradycardia', ' depression', ' memory problems', '  hypothyroidism infants can hypothyroidism', ' including infants', "" babies born thyroid gland gland doesn't work correctly don't symptoms right away"", "" hypothyroidism isn't diagnosed treated"", ' symptoms start appear', ' may include:  feeding problems', ' poor growth', ' poor weight gain', ' yellowing skin whites eyes', ' condition called jaundice', ' constipation', ' poor muscle tone', ' dry skin', ' hoarse crying', ' enlarged tongue', ' soft swelling bulge near belly button', ' condition called umbilical hernia', ""  hypothyroidism infants isn't treated"", ' mild cases can lead severe physical mental development problems', ' hypothyroidism children teens general', ' children teens hypothyroidism symptoms similar adults', ' may have:  poor growth leads short stature', ' delayed development permanent teeth', ' delayed puberty', ' poor mental development', ' ']",['hypothyroidism']
I've been feeling really sick. I've been throwing up and I'm itchy. I've also lost a lot of weight and I'm exhausted. My skin has turned yellow and my fever is high. I also have stomach ache and my urine is dark.,541.0,"[""i've feeling sick"", "" i've throwing i'm itchy"", "" i've lost weight i'm exhausted"", ' skin turned yellow fever high', ' stomach ache urine dark', '']",['jaundice']
"The physical signs and symptoms of anorexia nervosa are related to starvation. Anorexia also includes emotional and behavioral issues involving an unrealistic perception of body weight and an extremely strong fear of gaining weight or becoming fat. It may be difficult to notice signs and symptoms because what is considered a low body weight is different for each person, and some individuals may not appear extremely thin. Also, people with anorexia often disguise their thinness, eating habits or physical problems. Physical symptoms Physical signs and symptoms of anorexia may include:  Extreme weight loss or not making expected developmental weight gains Thin appearance Abnormal blood counts Fatigue Insomnia Dizziness or fainting Bluish discoloration of the fingers Hair that thins, breaks or falls out Soft, downy hair covering the body Absence of menstruation Constipation and abdominal pain Dry or yellowish skin Intolerance of cold Irregular heart rhythms Low blood pressure Dehydration Swelling of arms or legs Eroded teeth and calluses on the knuckles from induced vomiting  Some people who have anorexia binge and purge, similar to individuals who have bulimia. But people with anorexia generally struggle with an abnormally low body weight, while individuals with bulimia typically are normal to above normal weight. Emotional and behavioral symptoms Behavioral symptoms of anorexia may include attempts to lose weight by:  Severely restricting food intake through dieting or fasting Exercising excessively Bingeing and self-induced vomiting to get rid of food, which may include the use of laxatives, enemas, diet aids or herbal products  Emotional and behavioral signs and symptoms may include:  Preoccupation with food, which sometimes includes cooking elaborate meals for others but not eating them Frequently skipping meals or refusing to eat Denial of hunger or making excuses for not eating Eating only a few certain ""safe"" foods, usually those low in fat and calories Adopting rigid meal or eating rituals, such as spitting food out after chewing Not wanting to eat in public Lying about how much food has been eaten Fear of gaining weight that may include repeated weighing or measuring the body Frequent checking in the mirror for perceived flaws Complaining about being fat or having parts of the body that are fat Covering up in layers of clothing Flat mood (lack of emotion) Social withdrawal Irritability Insomnia Reduced interest in sex ",55.0,"['physical signs symptoms anorexia nervosa starvation', ' anorexia includes emotional behavioral issues involving unrealistic perception body weight extremely strong fear gaining weight fat', ' may difficult notice signs symptoms considered low body weight person', ' individuals may extremely thin', ' also', ' people anorexia disguise thinness', ' eating habits physical problems', ' physical symptoms physical signs symptoms anorexia may include:  extreme weight loss making expected developmental weight gains thin appearance abnormal blood counts fatigue insomnia dizziness fainting bluish discoloration fingers hair thins', ' breaks falls soft', ' downy hair covering body absence menstruation constipation abdominal pain dry yellowish skin intolerance cold irregular heart rhythms low blood pressure dehydration swelling arms legs eroded teeth calluses knuckles induced vomiting  people who anorexia binge purge', ' similar individuals who bulimia', ' people anorexia generally struggle abnormally low body weight', ' individuals bulimia typically normal normal weight', ' emotional behavioral symptoms behavioral symptoms anorexia may include attempts lose weight by:  severely restricting food intake dieting fasting exercising excessively bingeing self-induced vomiting rid food', ' may include laxatives', ' enemas', ' diet aids herbal products  emotional behavioral signs symptoms may include:  preoccupation food', ' includes cooking elaborate meals eating frequently skipping meals refusing eat denial hunger making excuses eating eating only ""safe"" foods', ' low fat calories adopting rigid meal eating rituals', ' spitting food chewing wanting eat public lying food eaten fear gaining weight may include repeated weighing measuring body frequent checking mirror perceived flaws complaining being fat parts body fat covering layers clothing flat mood (lack emotion) social withdrawal irritability insomnia reduced interest sex ']",['anorexia nervosa']
"Knee bursitis signs and symptoms vary, depending on which bursa is affected and what's causing the inflammation. In general, the affected portion of your knee might feel warm, tender and swollen when you put pressure on it. You might also feel pain when you move or even at rest. A sharp blow to the knee can cause symptoms to appear rapidly. But most cases of knee bursitis result from friction and irritation of the bursa that occurs in jobs that require a lot of kneeling on hard surfaces — so symptoms usually begin gradually and can worsen over time. When to see a doctor The bursa that lies over your kneecap can sometimes become infected. Call your doctor if you have a fever in addition to pain and swelling in your knee.",560.0,"['knee bursitis signs symptoms vary', "" depending bursa affected what's causing inflammation"", ' general', ' affected portion knee feel warm', ' tender swollen put pressure it', ' feel pain move rest', ' sharp blow knee can cause symptoms rapidly', ' cases knee bursitis result friction irritation bursa occurs jobs require kneeling hard surfaces — symptoms begin gradually can worsen time', ' see doctor bursa lies kneecap can infected', ' call doctor fever addition pain swelling knee', '']",['knee bursitis']
I have cracks in my palms and soles that are painful and bleed. The skin is also peeling off.,822.0,"['cracks palms soles painful bleed', ' skin peeling off', '']",['psoriasis']
Signs and symptoms of malignant peripheral nerve sheath tumors include:  Pain in the affected area Weakness when trying to move the affected body part A growing lump of tissue under the skin ,601.0,['signs symptoms malignant peripheral nerve sheath tumors include:  pain affected area weakness trying move affected body part growing lump tissue skin '],['malignant peripheral nerve sheath tumors']
"I've been having a lot of back pain, and my neck hurts too. I've also been feeling lightheaded and unsteady, and my arms and legs are numb.",186.0,"[""i've back pain"", ' neck hurts too', "" i've feeling lightheaded unsteady"", ' arms legs numb', '']",['cervical spondylosis']
"I have asthma and get wheezing and breathing issues. I also have fevers, headaches, and I'm always tired.",35.0,"['asthma wheezing breathing issues', ' fevers', ' headaches', "" i'm tired"", '']",['allergy']
"A child who's being abused may feel guilty, ashamed or confused. The child may be afraid to tell anyone about the abuse, especially if the abuser is a parent, other relative or family friend. That's why it's vital to watch for red flags, such as:  Withdrawal from friends or usual activities Changes in behavior — such as aggression, anger, hostility or hyperactivity — or changes in school performance Depression, anxiety or unusual fears, or a sudden loss of self-confidence Sleep problems and nightmares  An apparent lack of supervision Frequent absences from school Rebellious or defiant behavior Self-harm or attempts at suicide  Specific signs and symptoms depend on the type of abuse and can vary. Keep in mind that warning signs are just that — warning signs. The presence of warning signs doesn't necessarily mean that a child is being abused. Physical abuse signs and symptoms  Unexplained injuries, such as bruises, broken bones (fractures) or burns Injuries that don't match the given explanation Injuries that aren't compatible with the child's developmental ability  Sexual abuse signs and symptoms  Sexual behavior or knowledge that's inappropriate for the child's age Pregnancy or a sexually transmitted infection Genital or anal pain, bleeding, or injury Statements by the child that he or she was sexually abused Inappropriate sexual behavior with other children  Emotional abuse signs and symptoms  Delayed or inappropriate emotional development Loss of self-confidence or self-esteem Social withdrawal or a loss of interest or enthusiasm Depression Avoidance of certain situations, such as refusing to go to school or ride the bus Appears to desperately seek affection A decrease in school performance or loss of interest in school Loss of previously acquired developmental skills  Neglect signs and symptoms  Poor growth Excessive weight with medical complications that are not being adequately addressed Poor personal cleanliness Lack of clothing or supplies to meet physical needs Hoarding or stealing food Poor record of school attendance Lack of appropriate attention for medical, dental or psychological problems or lack of necessary follow-up care  Parental behavior Sometimes a parent's demeanor or behavior sends red flags about child abuse. Warning signs include a parent who:  Shows little concern for the child Appears unable to recognize physical or emotional distress in the child Blames the child for the problems Consistently belittles or berates the child, and describes the child with negative terms, such as ""worthless"" or ""evil"" Expects the child to provide attention and care to the parent and seems jealous of other family members getting attention from the child Uses harsh physical discipline Demands an inappropriate level of physical or academic performance Severely limits the child's contact with others Offers conflicting or unconvincing explanations for a child's injuries or no explanation at all Repeatedly brings the child for medical evaluations or requests medical tests, such as X-rays and lab tests, for concerns not seen during the health care provider's examination  Physical punishment Child health experts condemn the use of violence in any form, but some people still use physical punishment, such as spanking, to discipline their children. While parents and caregivers often use physical punishment with the intention of helping their children or making their behavior better, research shows that spanking is linked with worse, not better, behavior. It's also linked to mental health problems, difficult relationships with parents, lower self-esteem and lower academic performance. Any physical punishment may leave emotional scars. Parental behaviors that cause pain, physical injury or emotional trauma — even when done in the name of discipline — could be child abuse.",196.0,"[""child who's being abused may feel guilty"", ' ashamed confused', ' child may afraid tell abuse', ' especially abuser parent', ' relative family friend', "" that's it's vital watch red flags"", ' as:  withdrawal friends usual activities changes behavior — aggression', ' anger', ' hostility hyperactivity — changes school performance depression', ' anxiety unusual fears', ' sudden loss self-confidence sleep problems nightmares  apparent lack supervision frequent absences school rebellious defiant behavior self-harm attempts suicide  specific signs symptoms depend type abuse can vary', ' keep mind warning signs just — warning signs', "" presence warning signs doesn't necessarily mean child being abused"", ' physical abuse signs symptoms  unexplained injuries', ' bruises', "" broken bones (fractures) burns injuries don't match given explanation injuries aren't compatible child's developmental ability  sexual abuse signs symptoms  sexual behavior knowledge that's inappropriate child's age pregnancy sexually transmitted infection genital anal pain"", ' bleeding', ' injury statements child sexually abused inappropriate sexual behavior children  emotional abuse signs symptoms  delayed inappropriate emotional development loss self-confidence self-esteem social withdrawal loss interest enthusiasm depression avoidance situations', ' refusing school ride bus desperately seek affection decrease school performance loss interest school loss previously acquired developmental skills  neglect signs symptoms  poor growth excessive weight medical complications being adequately addressed poor personal cleanliness lack clothing supplies meet physical needs hoarding stealing food poor record school attendance lack attention medical', "" dental psychological problems lack follow-up care  parental behavior parent's demeanor behavior sends red flags child abuse"", ' warning signs include parent who:  shows little concern child unable recognize physical emotional distress child blames child problems consistently belittles berates child', ' child negative terms', ' ""worthless"" ""evil"" expects child attention care parent jealous family members attention child uses harsh physical discipline demands inappropriate level physical academic performance severely limits child\'s contact offers conflicting unconvincing explanations child\'s injuries explanation repeatedly brings child medical evaluations requests medical tests', ' x-rays lab tests', "" concerns seen health care provider's examination  physical punishment child health experts condemn violence form"", ' people still physical punishment', ' spanking', ' discipline children', ' parents caregivers physical punishment intention helping children making behavior better', ' research shows spanking linked worse', ' better', ' behavior', "" it's linked mental health problems"", ' difficult relationships parents', ' lower self-esteem lower academic performance', ' physical punishment may leave emotional scars', ' parental behaviors cause pain', ' physical injury emotional trauma — name discipline — child abuse', '']",['child abuse']
"I've been feeling really sick lately. I've been itchy and throwing up, and I've lost a lot of weight. My skin has turned yellow, and I've been having a high fever. My stomach has also been hurting.",541.0,"[""i've feeling sick lately"", "" i've itchy throwing up"", "" i've lost weight"", ' skin turned yellow', "" i've high fever"", ' stomach hurting', '']",['jaundice']
"I have a high fever, chills, and severe itching. I also have a headache, excessive sweating, nausea, and muscle aches.",596.0,"['high fever', ' chills', ' severe itching', ' headache', ' excessive sweating', ' nausea', ' muscle aches', '']",['malaria']
I have swelling in my legs that makes it hard to fit into my shoes. I can't sprint or stand for long periods of time. I can see some swollen blood vessels.,1047.0,"['swelling legs makes hard fit shoes', "" can't sprint stand long periods time"", ' can see swollen blood vessels', '']",['varicose veins']
I've been feeling really tired and my eyes have been really red. My nose is stuffy and I've been coughing up a lot of phlegm. I've also noticed my lymph nodes are swollen.,234.0,"[""i've feeling tired eyes red"", "" nose stuffy i've coughing phlegm"", "" i've noticed lymph nodes swollen"", '']",['common cold']
